target_id,target_name,similar_id,similar_name,overall_score,contour_score,iou_score,radial_score,geometric_score
2,ivysaur,38,ninetales,0.8671577015976494,0.8987586365381388,0.7199089683074849,0.9709631169322591,0.9748893310369651
2,ivysaur,76,golem,0.8669471575643075,0.8754088367361705,0.7575565035853681,0.9801432716245573,0.9348801746931742
2,ivysaur,90,shellder,0.8615219882999388,0.9017701191589901,0.7157552484794125,0.9780222384234892,0.9048291840782109
2,ivysaur,59,arcanine,0.8545494003191259,0.8765700662619436,0.7458342121915208,0.9535494008574266,0.8946122998540685
2,ivysaur,121,starmie,0.8527709245372787,0.8936217103686173,0.6899458843634292,0.9728537963917708,0.9376771580244876
2,ivysaur,94,gengar,0.8517185372019039,0.881251295198327,0.7113355304931516,0.9794184458257038,0.8993367080948695
2,ivysaur,54,psyduck,0.8511869343731192,0.8999045104535143,0.7220985990534993,0.9696295516351436,0.8066964014863496
2,ivysaur,119,seaking,0.846337860851938,0.8575407583881969,0.703796424469119,0.9768596367732066,0.9681070280128216
2,ivysaur,120,staryu,0.8430156786268391,0.8962280040624104,0.6889860194054372,0.9734578213197792,0.8313710691628792
2,ivysaur,80,slowbro,0.8422831592451638,0.8636885612332333,0.7094131750199795,0.9722298216921716,0.8953781790744223
2,ivysaur,91,cloyster,0.8399372715422295,0.8556197406201074,0.7030170286278381,0.9708210646818465,0.926200537694658
2,ivysaur,71,victreebel,0.8391988431904408,0.8955209581673323,0.64796013124497,0.9769022753897115,0.9122196547207452
2,ivysaur,51,dugtrio,0.8379014257420869,0.846662439255912,0.7295550937918078,0.9764411000041178,0.8508170190135613
2,ivysaur,143,snorlax,0.837812680314102,0.8421291381405017,0.7373187855210771,0.9816684164013354,0.8343170612131116
2,ivysaur,124,jynx,0.8344824271150535,0.8831494594257491,0.6759710671382596,0.9524831757085584,0.8793468806156425
2,ivysaur,140,kabuto,0.8314616289629362,0.8442713184179456,0.7329855347403368,0.9800812187515163,0.7784119742335359
2,ivysaur,8,wartortle,0.8301286509736333,0.835122872358819,0.7050387254468887,0.9664439579139316,0.9127909281325274
2,ivysaur,50,diglett,0.8266408047709018,0.8347032118849149,0.7088814860820959,0.9741945278592468,0.8525616862045775
2,ivysaur,9,blastoise,0.824183854070561,0.8112999815603361,0.7130967649992874,0.9804103686566916,0.8965275821530198
2,ivysaur,139,omastar,0.8222421422667551,0.8331509579079609,0.6875287903448699,0.9687728739283813,0.8896854721443342
